id_namespace	local_id	project_id_namespace	project_local_id	persistent_id	creation_time	assay_type	anatomy
https://www.lincsproject.org/	AML001_CD34_24H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0002371
https://www.lincsproject.org/	AML001_CD34_6H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0002371
https://www.lincsproject.org/	AML001_HL60_24H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0000178
https://www.lincsproject.org/	AML001_HL60_6H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0000178
https://www.lincsproject.org/	AML001_PC3_6H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0002367
https://www.lincsproject.org/	AML001_U937_24H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0006558
https://www.lincsproject.org/	AML001_U937_6H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0006558
https://www.lincsproject.org/	ASG001_MCF7_24H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0000310
https://www.lincsproject.org/	ASG001_MCF7_6H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0000310
https://www.lincsproject.org/	ASG001_PC3_24H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0002367
https://www.lincsproject.org/	ASG001_PC3_6H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0002367
https://www.lincsproject.org/	BRAF001_A375_24H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0002097
https://www.lincsproject.org/	BRAF001_A375_6H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0002097
https://www.lincsproject.org/	BRAF001_HEK293T_24H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0002113
https://www.lincsproject.org/	BRAF001_HEK293T_6H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0002113
https://www.lincsproject.org/	CPC001_HA1E_24H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0002113
https://www.lincsproject.org/	CPC001_HA1E_6H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0002113
https://www.lincsproject.org/	CPC001_HCC515_24H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0002048
https://www.lincsproject.org/	CPC001_HCC515_6H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0002048
https://www.lincsproject.org/	CPC001_PC3_24H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0002367
https://www.lincsproject.org/	CPC001_PC3_6H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0002367
https://www.lincsproject.org/	CPC001_VCAP_24H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0002367
https://www.lincsproject.org/	CPC001_VCAP_6H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0002367
https://www.lincsproject.org/	CPC002_HA1E_24H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0002113
https://www.lincsproject.org/	CPC002_HA1E_6H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0002113
https://www.lincsproject.org/	CPC002_HCC515_24H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0002048
https://www.lincsproject.org/	CPC002_HCC515_6H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0002048
https://www.lincsproject.org/	CPC002_PC3_24H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0002367
https://www.lincsproject.org/	CPC002_PC3_6H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0002367
https://www.lincsproject.org/	CPC002_VCAP_24H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0002367
https://www.lincsproject.org/	CPC002_VCAP_6H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0002367
https://www.lincsproject.org/	CPC003_HA1E_24H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0002113
https://www.lincsproject.org/	CPC003_HA1E_6H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0002113
https://www.lincsproject.org/	CPC003_HCC515_24H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0002048
https://www.lincsproject.org/	CPC003_HCC515_6H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0002048
https://www.lincsproject.org/	CPC003_PC3_24H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0002367
https://www.lincsproject.org/	CPC003_PC3_6H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0002367
https://www.lincsproject.org/	CPC003_VCAP_24H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0002367
https://www.lincsproject.org/	CPC003_VCAP_6H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0002367
https://www.lincsproject.org/	CPC004_A375_6H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0002097
https://www.lincsproject.org/	CPC004_HA1E_24H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0002113
https://www.lincsproject.org/	CPC004_HA1E_6H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0002113
https://www.lincsproject.org/	CPC004_HCC515_24H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0002048
https://www.lincsproject.org/	CPC004_HCC515_6H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0002048
https://www.lincsproject.org/	CPC004_HEPG2_6H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0002107
https://www.lincsproject.org/	CPC004_HT29_6H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0000160
https://www.lincsproject.org/	CPC004_MCF7_6H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0000310
https://www.lincsproject.org/	CPC004_PC3_24H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0002367
https://www.lincsproject.org/	CPC004_PC3_6H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0002367
https://www.lincsproject.org/	CPC004_VCAP_24H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0002367
https://www.lincsproject.org/	CPC004_VCAP_6H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0002367
https://www.lincsproject.org/	CPC005_A375_24H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0002097
https://www.lincsproject.org/	CPC005_A375_6H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0002097
https://www.lincsproject.org/	CPC005_A549_24H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0002048
https://www.lincsproject.org/	CPC005_A549_6H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0002048
https://www.lincsproject.org/	CPC005_HA1E_24H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0002113
https://www.lincsproject.org/	CPC005_HA1E_6H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0002113
https://www.lincsproject.org/	CPC005_HCC515_6H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0002048
https://www.lincsproject.org/	CPC005_HT29_24H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0000160
https://www.lincsproject.org/	CPC005_HT29_6H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0000160
https://www.lincsproject.org/	CPC005_MCF7_24H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0000310
https://www.lincsproject.org/	CPC005_MCF7_6H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0000310
https://www.lincsproject.org/	CPC005_PC3_24H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0002367
https://www.lincsproject.org/	CPC005_PC3_6H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0002367
https://www.lincsproject.org/	CPC005_VCAP_24H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0002367
https://www.lincsproject.org/	CPC005_VCAP_6H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0002367
https://www.lincsproject.org/	CPC006_A375_24H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0002097
https://www.lincsproject.org/	CPC006_A375_6H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0002097
https://www.lincsproject.org/	CPC006_A549_24H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0002048
https://www.lincsproject.org/	CPC006_A549_6H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0002048
https://www.lincsproject.org/	CPC006_A673_6H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0001630
https://www.lincsproject.org/	CPC006_AGS_6H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0000945
https://www.lincsproject.org/	CPC006_CL34_6H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0000059
https://www.lincsproject.org/	CPC006_CORL23_6H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0002048
https://www.lincsproject.org/	CPC006_COV644_6H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0000992
https://www.lincsproject.org/	CPC006_DV90_6H	https://www.lincsproject.org/	LINCS			OBI:0002965	UBERON:0002048
