collection_id_namespace	collection_local_id	project_id_namespace	project_local_id
https://www.lincsproject.org/	LDG-1383	https://www.lincsproject.org/	LINCS phase 2
https://www.lincsproject.org/	LDG-1155	https://www.lincsproject.org/	LINCS phase 1
https://www.lincsproject.org/	LDG-1008	https://www.lincsproject.org/	LINCS phase 1
https://www.lincsproject.org/	LDG-1072	https://www.lincsproject.org/	LINCS phase 1
https://www.lincsproject.org/	LDG-1386	https://www.lincsproject.org/	LINCS phase 2
https://www.lincsproject.org/	LDG-1143	https://www.lincsproject.org/	LINCS phase 1
https://www.lincsproject.org/	LDG-1162	https://www.lincsproject.org/	LINCS phase 1
https://www.lincsproject.org/	LDG-1094	https://www.lincsproject.org/	LINCS phase 1
https://www.lincsproject.org/	LDG-1200	https://www.lincsproject.org/	LINCS phase 2
https://www.lincsproject.org/	LDG-1066	https://www.lincsproject.org/	LINCS phase 1
https://www.lincsproject.org/	LDG-1005	https://www.lincsproject.org/	LINCS phase 1
https://www.lincsproject.org/	LDG-1170	https://www.lincsproject.org/	LINCS phase 1
https://www.lincsproject.org/	LDG-1070	https://www.lincsproject.org/	LINCS phase 1
https://www.lincsproject.org/	LDG-1157	https://www.lincsproject.org/	LINCS phase 1
https://www.lincsproject.org/	LDG-1217	https://www.lincsproject.org/	LINCS phase 2
https://www.lincsproject.org/	LDG-1218	https://www.lincsproject.org/	LINCS phase 2
https://www.lincsproject.org/	LDG-1219	https://www.lincsproject.org/	LINCS phase 2
https://www.lincsproject.org/	LDG-1177	https://www.lincsproject.org/	LINCS phase 1
https://www.lincsproject.org/	LDG-1023	https://www.lincsproject.org/	LINCS phase 1
https://www.lincsproject.org/	LDG-1152	https://www.lincsproject.org/	LINCS phase 1
https://www.lincsproject.org/	LDG-1208	https://www.lincsproject.org/	LINCS phase 2
https://www.lincsproject.org/	LDG-1387	https://www.lincsproject.org/	LINCS phase 2
https://www.lincsproject.org/	LDG-1146	https://www.lincsproject.org/	LINCS phase 1
https://www.lincsproject.org/	LDG-1003	https://www.lincsproject.org/	LINCS phase 1
https://www.lincsproject.org/	LDG-1004	https://www.lincsproject.org/	LINCS phase 1
https://www.lincsproject.org/	LDG-1442	https://www.lincsproject.org/	LINCS phase 2
https://www.lincsproject.org/	LDG-1291	https://www.lincsproject.org/	LINCS phase 2
https://www.lincsproject.org/	LDG-1047	https://www.lincsproject.org/	LINCS phase 1
https://www.lincsproject.org/	LDG-1077	https://www.lincsproject.org/	LINCS phase 1
https://www.lincsproject.org/	LDG-1048	https://www.lincsproject.org/	LINCS phase 1
https://www.lincsproject.org/	LDG-1078	https://www.lincsproject.org/	LINCS phase 1
https://www.lincsproject.org/	LDG-1381	https://www.lincsproject.org/	LINCS phase 2
https://www.lincsproject.org/	LDG-1414	https://www.lincsproject.org/	LINCS phase 2
https://www.lincsproject.org/	LDG-1402	https://www.lincsproject.org/	LINCS phase 2
https://www.lincsproject.org/	LDG-1403	https://www.lincsproject.org/	LINCS phase 2
https://www.lincsproject.org/	LDG-1105	https://www.lincsproject.org/	LINCS phase 1
https://www.lincsproject.org/	LDG-1106	https://www.lincsproject.org/	LINCS phase 1
https://www.lincsproject.org/	LDG-1175	https://www.lincsproject.org/	LINCS phase 1
https://www.lincsproject.org/	LDG-1156	https://www.lincsproject.org/	LINCS phase 1
https://www.lincsproject.org/	LDG-1164	https://www.lincsproject.org/	LINCS phase 1
https://www.lincsproject.org/	LDG-1202	https://www.lincsproject.org/	LINCS phase 2
https://www.lincsproject.org/	LDG-1307	https://www.lincsproject.org/	LINCS phase 2
https://www.lincsproject.org/	LDG-1306	https://www.lincsproject.org/	LINCS phase 2
https://www.lincsproject.org/	LDG-1020	https://www.lincsproject.org/	LINCS phase 1
https://www.lincsproject.org/	LDG-1039	https://www.lincsproject.org/	LINCS phase 1
https://www.lincsproject.org/	LDG-1062	https://www.lincsproject.org/	LINCS phase 1
https://www.lincsproject.org/	LDG-1102	https://www.lincsproject.org/	LINCS phase 1
https://www.lincsproject.org/	LDG-1049	https://www.lincsproject.org/	LINCS phase 1
https://www.lincsproject.org/	LDG-1050	https://www.lincsproject.org/	LINCS phase 2
https://www.lincsproject.org/	LDG-1051	https://www.lincsproject.org/	LINCS phase 1
https://www.lincsproject.org/	LDG-1249	https://www.lincsproject.org/	LINCS phase 2
https://www.lincsproject.org/	LDG-1052	https://www.lincsproject.org/	LINCS phase 1
https://www.lincsproject.org/	LDG-1389	https://www.lincsproject.org/	LINCS phase 2
https://www.lincsproject.org/	LDG-1098	https://www.lincsproject.org/	LINCS phase 1
https://www.lincsproject.org/	LDG-1086	https://www.lincsproject.org/	LINCS phase 1
https://www.lincsproject.org/	LDG-1053	https://www.lincsproject.org/	LINCS phase 1
https://www.lincsproject.org/	LDG-1080	https://www.lincsproject.org/	LINCS phase 1
https://www.lincsproject.org/	LDG-1054	https://www.lincsproject.org/	LINCS phase 1
https://www.lincsproject.org/	LDG-1081	https://www.lincsproject.org/	LINCS phase 1
https://www.lincsproject.org/	LDG-1055	https://www.lincsproject.org/	LINCS phase 1
https://www.lincsproject.org/	LDG-1056	https://www.lincsproject.org/	LINCS phase 1
https://www.lincsproject.org/	LDG-1057	https://www.lincsproject.org/	LINCS phase 1
https://www.lincsproject.org/	LDG-1058	https://www.lincsproject.org/	LINCS phase 1
https://www.lincsproject.org/	LDG-1082	https://www.lincsproject.org/	LINCS phase 1
https://www.lincsproject.org/	LDG-1059	https://www.lincsproject.org/	LINCS phase 1
https://www.lincsproject.org/	LDG-1084	https://www.lincsproject.org/	LINCS phase 1
https://www.lincsproject.org/	LDG-1060	https://www.lincsproject.org/	LINCS phase 1
https://www.lincsproject.org/	LDG-1085	https://www.lincsproject.org/	LINCS phase 1
https://www.lincsproject.org/	LDG-1061	https://www.lincsproject.org/	LINCS phase 1
https://www.lincsproject.org/	LDG-1030	https://www.lincsproject.org/	LINCS phase 1
https://www.lincsproject.org/	LDG-1205	https://www.lincsproject.org/	LINCS phase 2
https://www.lincsproject.org/	LDG-1401	https://www.lincsproject.org/	LINCS MCF10A project
https://www.lincsproject.org/	LDG-1394	https://www.lincsproject.org/	LINCS phase 2
https://www.lincsproject.org/	LDG-1393	https://www.lincsproject.org/	LINCS phase 2
https://www.lincsproject.org/	LDG-1339	https://www.lincsproject.org/	LINCS phase 2
https://www.lincsproject.org/	LDG-1362	https://www.lincsproject.org/	LINCS phase 2
https://www.lincsproject.org/	LDG-1338	https://www.lincsproject.org/	LINCS phase 2
https://www.lincsproject.org/	LDG-1363	https://www.lincsproject.org/	LINCS phase 2
https://www.lincsproject.org/	LDG-1297	https://www.lincsproject.org/	LINCS phase 2
https://www.lincsproject.org/	LDG-1298	https://www.lincsproject.org/	LINCS phase 2
https://www.lincsproject.org/	LDG-1296	https://www.lincsproject.org/	LINCS phase 2
