id	name	description	synonyms	compound
134962091	BRD-K44897098-001-01-3		["BRD-K44897098-001-01-3"]	56835357
134962092	BRD-K39844985-001-01-8		["BRD-K39844985-001-01-8"]	56835358
134962093	BRD-K85044233-001-01-8		["BRD-K85044233-001-01-8"]	56835359
134962094	BRD-K29280435-001-01-3		["BRD-K29280435-001-01-3"]	56835360
134962095	BRD-K72709319-001-01-8		["BRD-K72709319-001-01-8"]	56835361
134962096	BRD-K88866336-001-01-7		["BRD-K88866336-001-01-7"]	56835362
134962097	BRD-K19294102-001-01-8		["BRD-K19294102-001-01-8"]	56835363
134962098	BRD-K08094365-001-01-7		["BRD-K08094365-001-01-7"]	56835364
134962099	BRD-K62560708-001-01-6		["BRD-K62560708-001-01-6"]	56835365
134962100	BRD-K44818533-001-01-2		["BRD-K44818533-001-01-2"]	56835366
134962101	BRD-K98286370-001-01-3		["BRD-K98286370-001-01-3"]	56835367
134962102	BRD-K58189273-001-01-5		["BRD-K58189273-001-01-5"]	56835368
134962103	BRD-K57659231-001-01-9		["BRD-K57659231-001-01-9"]	56835369
134962104	BRD-K75207324-001-01-3		["BRD-K75207324-001-01-3"]	56835370
134962105	BRD-K87357593-001-01-6		["BRD-K87357593-001-01-6"]	56835371
134962106	BRD-K20348534-001-01-7		["BRD-K20348534-001-01-7"]	56835372
134962107	BRD-K41305193-001-01-4		["BRD-K41305193-001-01-4"]	56835373
134962108	BRD-K80782159-001-01-8		["BRD-K80782159-001-01-8"]	56835374
134962109	BRD-K54732353-001-01-9		["BRD-K54732353-001-01-9"]	56835375
134962110	BRD-K76431854-001-01-6		["BRD-K76431854-001-01-6"]	56835376
134962111	BRD-K68492420-001-01-3		["BRD-K68492420-001-01-3"]	56835377
134962112	BRD-K79908599-001-01-0		["BRD-K79908599-001-01-0"]	56835378
134962113	BRD-K79735667-001-01-4		["BRD-K79735667-001-01-4"]	56835379
134962114	BRD-K44752364-001-01-7		["BRD-K44752364-001-01-7"]	56835380
134962115	BRD-K29662589-001-01-6		["BRD-K29662589-001-01-6"]	56835381
134962116	BRD-K30226385-001-01-3		["BRD-K30226385-001-01-3"]	56835382
134962117	BRD-K73858940-001-01-9		["BRD-K73858940-001-01-9"]	56835383
134962118	BRD-K94088690-001-01-0		["BRD-K94088690-001-01-0"]	56835384
134962119	BRD-K55743364-001-01-2		["BRD-K55743364-001-01-2"]	56835385
134962120	BRD-K16619158-001-01-2		["BRD-K16619158-001-01-2"]	56835386
134962121	BRD-K63837190-001-01-2		["BRD-K63837190-001-01-2"]	56835387
134962122	BRD-K32082369-001-01-8		["BRD-K32082369-001-01-8"]	56835388
134962123	BRD-K43980524-001-01-2		["BRD-K43980524-001-01-2"]	56835389
134962124	BRD-K08590382-001-01-3		["BRD-K08590382-001-01-3"]	56835390
134962125	BRD-K45785972-001-01-0		["BRD-K45785972-001-01-0"]	56835391
134962126	BRD-K84079653-001-01-6		["BRD-K84079653-001-01-6"]	56835392
134962127	BRD-K65392908-001-01-9		["BRD-K65392908-001-01-9"]	56835393
134962128	BRD-K05448102-001-01-6		["BRD-K05448102-001-01-6"]	56835394
134962129	BRD-K11901207-001-01-0		["BRD-K11901207-001-01-0"]	56835395
134962130	BRD-K67037986-001-01-3		["BRD-K67037986-001-01-3"]	56835396
134962131	BRD-K06772291-001-01-9		["BRD-K06772291-001-01-9"]	56835397
134962132	BRD-K05635176-001-01-9		["BRD-K05635176-001-01-9"]	56835398
134962133	BRD-K22650859-001-01-1		["BRD-K22650859-001-01-1"]	56835399
134962134	BRD-K10748141-001-01-5		["BRD-K10748141-001-01-5"]	56835400
134962135	BRD-K23724349-001-01-1		["BRD-K23724349-001-01-1"]	56835401
134962136	BRD-K99159184-001-01-7		["BRD-K99159184-001-01-7"]	56835402
134962137	BRD-K69175109-001-01-1		["BRD-K69175109-001-01-1"]	56835403
134962138	BRD-K78778476-001-01-6		["BRD-K78778476-001-01-6"]	56835404
134962139	BRD-K56931391-001-01-9		["BRD-K56931391-001-01-9"]	56835405
134962140	BRD-K31042078-001-01-5		["BRD-K31042078-001-01-5"]	56835406
134962141	BRD-K70016992-001-01-4		["BRD-K70016992-001-01-4"]	56835407
134962142	BRD-K54879095-001-01-1		["BRD-K54879095-001-01-1"]	56835408
134962143	BRD-K15157905-001-01-0		["BRD-K15157905-001-01-0"]	56835409
134962144	BRD-K94348552-001-01-5		["BRD-K94348552-001-01-5"]	56835410
134962145	BRD-K09276254-001-01-3		["BRD-K09276254-001-01-3"]	56835411
134962146	BRD-K38942541-001-01-8		["BRD-K38942541-001-01-8"]	56835412
134962147	BRD-K60069399-001-01-4		["BRD-K60069399-001-01-4"]	56835413
134962148	BRD-K98168679-001-01-1		["BRD-K98168679-001-01-1"]	56835414
134962149	BRD-K86285108-001-01-8		["BRD-K86285108-001-01-8"]	56835415
134962150	BRD-K10325955-001-01-7		["BRD-K10325955-001-01-7"]	56835416
134962151	BRD-K71397492-001-01-2		["BRD-K71397492-001-01-2"]	56835417
134962152	BRD-K83030741-001-01-4		["BRD-K83030741-001-01-4"]	56835418
134962153	BRD-K16561564-001-01-4		["BRD-K16561564-001-01-4"]	56835419
134962154	BRD-K05745800-001-01-0		["BRD-K05745800-001-01-0"]	56835420
134962155	BRD-K21787371-001-01-1		["BRD-K21787371-001-01-1"]	56835421
134962156	BRD-K98695146-001-01-8		["BRD-K98695146-001-01-8"]	56835422
134962157	BRD-K75749796-001-01-3		["BRD-K75749796-001-01-3"]	56835423
134962158	BRD-K93800933-001-01-6		["BRD-K93800933-001-01-6"]	56835424
134962159	BRD-K18978916-001-01-3		["BRD-K18978916-001-01-3"]	56835425
134962160	BRD-K14493775-001-01-7		["BRD-K14493775-001-01-7"]	56835426
134962161	BRD-K31977946-001-01-2		["BRD-K31977946-001-01-2"]	56835427
134962162	BRD-K99643744-001-01-3		["BRD-K99643744-001-01-3"]	56835428
134962163	BRD-K99026889-001-01-6		["BRD-K99026889-001-01-6"]	56835429
134962164	BRD-K77434972-001-01-6		["BRD-K77434972-001-01-6"]	56835430
134962165	BRD-K15530151-001-01-9		["BRD-K15530151-001-01-9"]	56835431
134962166	BRD-K81392055-001-01-0		["BRD-K81392055-001-01-0"]	56835432
134962167	BRD-K74556269-001-01-1		["BRD-K74556269-001-01-1"]	56835433
134962168	BRD-K32864614-001-01-2		["BRD-K32864614-001-01-2"]	56835434
134962169	BRD-K28862107-001-01-6		["BRD-K28862107-001-01-6"]	56835435
134962170	BRD-K26835110-001-01-9		["BRD-K26835110-001-01-9"]	56835436
134962171	BRD-K43359161-001-01-7		["BRD-K43359161-001-01-7"]	56835437
134962172	BRD-K04847305-001-01-5		["BRD-K04847305-001-01-5"]	56835438
134962173	BRD-K39114105-001-01-1		["BRD-K39114105-001-01-1"]	56835439
134962174	BRD-K01146969-001-01-2		["BRD-K01146969-001-01-2"]	56835440
134962175	BRD-K09929560-001-01-6		["BRD-K09929560-001-01-6"]	56835441
134962176	BRD-K25564095-001-01-5		["BRD-K25564095-001-01-5"]	56835442
134962177	BRD-K20914452-001-01-4		["BRD-K20914452-001-01-4"]	56835443
134962178	BRD-K91416922-001-01-6		["BRD-K91416922-001-01-6"]	56835444
134962179	BRD-K25560306-001-01-8		["BRD-K25560306-001-01-8"]	56835445
134962180	BRD-K06096379-001-01-8		["BRD-K06096379-001-01-8"]	56835446
134962181	BRD-K10325583-001-01-7		["BRD-K10325583-001-01-7"]	56835447
134962182	BRD-K20171002-001-01-6		["BRD-K20171002-001-01-6"]	56835448
134962183	BRD-K78249980-001-01-7		["BRD-K78249980-001-01-7"]	56835449
134962184	BRD-K48501991-001-01-5		["BRD-K48501991-001-01-5"]	56835450
134962185	BRD-K99718824-001-01-6		["BRD-K99718824-001-01-6"]	56835451
134962186	BRD-K94988014-001-01-0		["BRD-K94988014-001-01-0"]	56835452
134962187	BRD-K07479774-001-01-6		["BRD-K07479774-001-01-6"]	56835453
134962188	BRD-K48056188-001-01-3		["BRD-K48056188-001-01-3"]	56835454
134962189	BRD-K30201819-001-01-2		["BRD-K30201819-001-01-2"]	56835455
134962190	BRD-K45811188-001-01-4		["BRD-K45811188-001-01-4"]	56835456
134962191	BRD-K97805274-001-01-8		["BRD-K97805274-001-01-8"]	56835457
134962192	BRD-K40907206-001-01-3		["BRD-K40907206-001-01-3"]	56835458
134962193	BRD-K42048463-001-01-2		["BRD-K42048463-001-01-2"]	56835459
134962194	BRD-K71859938-001-01-3		["BRD-K71859938-001-01-3"]	56835460
134962195	BRD-K49877948-001-01-2		["BRD-K49877948-001-01-2"]	56835461
134962196	BRD-K04086909-001-01-0		["BRD-K04086909-001-01-0"]	56835462
134962197	BRD-K62659610-001-01-3		["BRD-K62659610-001-01-3"]	56835463
134962198	BRD-K63545954-001-01-7		["BRD-K63545954-001-01-7"]	56835464
134962199	BRD-K05442673-001-01-8		["BRD-K05442673-001-01-8"]	56835465
134962200	BRD-K97185232-001-01-6		["BRD-K97185232-001-01-6"]	56835466
134962201	BRD-K28021686-001-01-8		["BRD-K28021686-001-01-8"]	56835467
134962202	BRD-K19597888-001-01-4		["BRD-K19597888-001-01-4"]	56835468
134962203	BRD-K66357706-001-01-5		["BRD-K66357706-001-01-5"]	56835469
134962204	BRD-K53467073-001-01-2		["BRD-K53467073-001-01-2"]	56835470
134962205	BRD-K23051691-001-01-3		["BRD-K23051691-001-01-3"]	56835471
134962206	BRD-K51843685-001-01-6		["BRD-K51843685-001-01-6"]	56835472
134962207	BRD-K61342953-001-01-2		["BRD-K61342953-001-01-2"]	56835473
134962208	BRD-K02944060-001-01-7		["BRD-K02944060-001-01-7"]	56835474
134962209	BRD-K36109933-001-01-2		["BRD-K36109933-001-01-2"]	56835475
134962210	BRD-K80195617-001-01-9		["BRD-K80195617-001-01-9"]	56835476
134962211	BRD-K14268329-001-01-4		["BRD-K14268329-001-01-4"]	56835477
134962212	BRD-K09426613-001-01-0		["BRD-K09426613-001-01-0"]	56835478
134962213	BRD-K76103468-001-01-9		["BRD-K76103468-001-01-9"]	56835479
134962214	BRD-K12415987-001-01-6		["BRD-K12415987-001-01-6"]	56835480
134962215	BRD-K51832753-001-01-6		["BRD-K51832753-001-01-6"]	56835481
134962216	BRD-K77579348-001-01-5		["BRD-K77579348-001-01-5"]	56835482
134962217	BRD-K44681861-001-01-6		["BRD-K44681861-001-01-6"]	56835483
134962218	BRD-K02581961-001-01-7		["BRD-K02581961-001-01-7"]	56835484
134962219	BRD-K70756309-001-01-3		["BRD-K70756309-001-01-3"]	56835485
134962220	BRD-K47108422-001-01-9		["BRD-K47108422-001-01-9"]	56835486
134962221	BRD-K62554329-001-01-8		["BRD-K62554329-001-01-8"]	56835487
134962222	BRD-K44984558-001-01-2		["BRD-K44984558-001-01-2"]	56835488
134962223	BRD-K86219348-001-01-7		["BRD-K86219348-001-01-7"]	56835489
134962224	BRD-K89179622-001-01-7		["BRD-K89179622-001-01-7"]	56835490
134962225	BRD-K61560971-001-01-7		["BRD-K61560971-001-01-7"]	56835491
134962226	BRD-K75745425-001-01-0		["BRD-K75745425-001-01-0"]	56835492
134962227	BRD-K70657810-001-01-5		["BRD-K70657810-001-01-5"]	56835493
134962228	BRD-K79003015-001-01-6		["BRD-K79003015-001-01-6"]	56835494
134962229	BRD-K25354424-001-01-3		["BRD-K25354424-001-01-3"]	56835495
134962230	BRD-K01787550-001-01-8		["BRD-K01787550-001-01-8"]	56835496
134962231	BRD-K87878159-001-01-7		["BRD-K87878159-001-01-7"]	56835497
134962232	BRD-K37722313-001-01-1		["BRD-K37722313-001-01-1"]	56835498
134962233	BRD-K40483165-001-01-4		["BRD-K40483165-001-01-4"]	56835499
134962234	BRD-K44480417-001-01-2		["BRD-K44480417-001-01-2"]	56835500
134962235	BRD-K05051567-001-01-6		["BRD-K05051567-001-01-6"]	56835501
134962236	BRD-K96615474-001-01-0		["BRD-K96615474-001-01-0"]	56835502
134962237	BRD-K98676361-001-01-6		["BRD-K98676361-001-01-6"]	56835503
134962238	BRD-K29136476-001-01-7		["BRD-K29136476-001-01-7"]	56835504
134962239	BRD-K59893964-001-01-5		["BRD-K59893964-001-01-5"]	56835505
134962240	BRD-K06199632-001-01-3		["BRD-K06199632-001-01-3"]	56835506
134962241	BRD-K43874853-001-01-8		["BRD-K43874853-001-01-8"]	56835507
134962242	BRD-K34829873-001-01-9		["BRD-K34829873-001-01-9"]	56835508
134962243	BRD-K92953840-001-01-6		["BRD-K92953840-001-01-6"]	56835509
134962244	BRD-K27363274-001-01-3		["BRD-K27363274-001-01-3"]	56835510
134962245	BRD-K96522480-001-01-0		["BRD-K96522480-001-01-0"]	56835511
134962246	BRD-K39913135-001-01-0		["BRD-K39913135-001-01-0"]	56835512
134962247	BRD-K49409924-001-01-2		["BRD-K49409924-001-01-2"]	56835513
134962248	BRD-K81415316-001-01-4		["BRD-K81415316-001-01-4"]	56835514
134962249	BRD-K16229712-001-01-9		["BRD-K16229712-001-01-9"]	56835515
134962250	BRD-K63164901-001-01-1		["BRD-K63164901-001-01-1"]	56835516
134962251	BRD-K58194762-001-01-3		["BRD-K58194762-001-01-3"]	56835517
134962252	BRD-K50733069-001-01-6		["BRD-K50733069-001-01-6"]	56835518
134962253	BRD-K69692345-001-01-9		["BRD-K69692345-001-01-9"]	56835519
134962254	BRD-K23603287-001-01-1		["BRD-K23603287-001-01-1"]	56835520
134962255	BRD-K84733605-001-01-7		["BRD-K84733605-001-01-7"]	56835521
134962256	BRD-K08246588-001-01-4		["BRD-K08246588-001-01-4"]	56835522
134962257	BRD-K69048559-001-01-5		["BRD-K69048559-001-01-5"]	56835523
134962258	BRD-K07071690-001-01-2		["BRD-K07071690-001-01-2"]	56835524
134962259	BRD-K87133350-001-01-4		["BRD-K87133350-001-01-4"]	56835525
134962260	BRD-K49723782-001-01-7		["BRD-K49723782-001-01-7"]	56835526
134962261	BRD-K26612358-001-01-3		["BRD-K26612358-001-01-3"]	56835527
134962262	BRD-K59039774-001-01-5		["BRD-K59039774-001-01-5"]	56835528
134962263	BRD-K78228015-001-01-0		["BRD-K78228015-001-01-0"]	56835529
134962264	BRD-K54876931-001-01-5		["BRD-K54876931-001-01-5"]	56835530
134962265	BRD-K28812281-001-01-9		["BRD-K28812281-001-01-9"]	56835531
134962266	BRD-K44098776-001-01-7		["BRD-K44098776-001-01-7"]	56835532
134962267	BRD-K22825029-001-01-4		["BRD-K22825029-001-01-4"]	56835533
134962268	BRD-K36627718-001-01-4		["BRD-K36627718-001-01-4"]	56835534
134962269	BRD-K84821804-001-01-9		["BRD-K84821804-001-01-9"]	56835535
134962270	BRD-K87913872-001-01-8		["BRD-K87913872-001-01-8"]	56835536
134962271	BRD-K89216747-001-01-7		["BRD-K89216747-001-01-7"]	56835537
134962272	BRD-K92949288-001-01-3		["BRD-K92949288-001-01-3"]	56835538
134962273	BRD-K60065591-001-01-8		["BRD-K60065591-001-01-8"]	56835539
134962274	BRD-K88080911-001-01-8		["BRD-K88080911-001-01-8"]	56835540
134962275	BRD-K75961033-001-01-7		["BRD-K75961033-001-01-7"]	56835541
134962276	BRD-K90040724-001-01-5		["BRD-K90040724-001-01-5"]	56835542
134962277	BRD-K39291909-001-01-5		["BRD-K39291909-001-01-5"]	56835543
134962278	BRD-K70036333-001-01-0		["BRD-K70036333-001-01-0"]	56835544
134962279	BRD-K06688693-001-01-1		["BRD-K06688693-001-01-1"]	56835545
134962280	BRD-K76174882-001-01-8		["BRD-K76174882-001-01-8"]	56835546
134962281	BRD-K55295918-001-01-4		["BRD-K55295918-001-01-4"]	56835547
134962282	BRD-K25878320-001-01-6		["BRD-K25878320-001-01-6"]	56835548
134962283	BRD-K90801819-001-01-6		["BRD-K90801819-001-01-6"]	56835549
134962284	BRD-K62595167-001-01-6		["BRD-K62595167-001-01-6"]	56835550
134962285	BRD-K84671474-001-01-7		["BRD-K84671474-001-01-7"]	56835551
134962286	BRD-K38717348-001-01-9		["BRD-K38717348-001-01-9"]	56835552
134962287	BRD-K02392990-001-01-4		["BRD-K02392990-001-01-4"]	56835553
134962288	BRD-K28663733-001-01-0		["BRD-K28663733-001-01-0"]	56835554
134962289	BRD-K39156670-001-01-7		["BRD-K39156670-001-01-7"]	56835555
134962290	BRD-K70358157-001-01-1		["BRD-K70358157-001-01-1"]	56835556
134962291	BRD-K08482401-001-01-0		["BRD-K08482401-001-01-0"]	56835557
134962292	BRD-K83837862-001-01-5		["BRD-K83837862-001-01-5"]	56835558
134962293	BRD-K19114437-001-01-4		["BRD-K19114437-001-01-4"]	56835559
134962294	BRD-K20848134-001-01-0		["BRD-K20848134-001-01-0"]	56835560
134962295	BRD-K19826330-001-01-1		["BRD-K19826330-001-01-1"]	56835561
134962296	BRD-K13844473-001-01-7		["BRD-K13844473-001-01-7"]	56835562
134962297	BRD-K37527074-001-01-3		["BRD-K37527074-001-01-3"]	56835563
134962298	BRD-K13000360-001-01-2		["BRD-K13000360-001-01-2"]	56835564
134962303	BRD-K75012089-001-03-8		["BRD-K75012089-001-03-8"]	56835569
134962317	BRD-K61079130-001-03-2		["BRD-K61079130-001-03-2"]	56835583
134962327	BRD-K00347903-001-02-4		["BRD-K00347903-001-02-4"]	56835593
134962328	BRD-K55569103-001-02-5		["BRD-K55569103-001-02-5"]	56835594
134962331	BRD-K30695296-001-02-5		["BRD-K30695296-001-02-5"]	56835597
134970398	BRD-K45681478-001-10-1		["BRD-K45681478-001-10-1"]	1716436
134970453	BRD-A17369009-001-01-6		["BRD-A17369009-001-01-6"]	56840723
135378228	BRD-K18269444-001-01-8		["BRD-K18269444-001-01-8"]	56846648
135378229	BRD-K40156405-001-01-6		["BRD-K40156405-001-01-6"]	56846650
135378230	BRD-K59968781-001-01-6		["BRD-K59968781-001-01-6"]	56846647
135378231	BRD-K68963779-001-01-0		["BRD-K68963779-001-01-0"]	56846649
135378232	BRD-K70809902-001-03-7		["BRD-K70809902-001-03-7", "CID44487061", "ML312", "MLS004256619"]	44487061
135378233	BRD-K99195899-001-01-7		["BRD-K99195899-001-01-7"]	56846646
135378259	BRD-A18945128-001-02-6		["BRD-A18945128-001-02-6"]	136058995
135676187	BRD-K58547240-001-04-8		["BRD-K58547240-001-04-8"]	135399523
135676242	BRD-4586		["BRD-4586", "BRD-K35424586-001-02-4", "BRD4586"]	44507332
135676252	BRD-K64366758-001-03-1		["BRD-K64366758-001-03-1"]	44492448
135701916	BRD-K79018442-001-04-1		["BRD-K79018442-001-04-1"]	135465539
135701919	BRD-0418		["BRD-0418", "BRD-K16410418-001-02-0", "BRD0418"]	54646219
135701920	BRD-74729		["BRD-74729", "BRD-K67774729-001-02-1", "BRD74729"]	54645916
135701935	BRD-K98596482-001-01-0		["BRD-K98596482-001-01-0"]	56972261
135724418	BRD-A98248982-001-12-2		["BRD-A98248982-001-12-2"]	3238551
135724437	BRD-K14340219-001-02-2		["BRD-K14340219-001-02-2"]	44496217
135724440	BRD-K43806450-001-02-5		["BRD-K43806450-001-02-5"]	44496612
135724442	BRD-K38553273-001-02-5		["BRD-K38553273-001-02-5"]	44486194
135727482	BRD-K40645748-003-08-5		["BRD-K40645748-003-08-5"]	40692
135727483	BRD-3475		["BRD-3475", "BRD-K74623475-001-02-7", "BRD3475"]	44619327
136348311	BRD-K60895275-001-11-0		["BRD-K60895275-001-11-0"]	16446868
136367250	BRD-2293		["BRD-2293", "BRD-K24132293-001-09-5", "BRD2293"]	637858
136367251	BRD-A33442372-001-02-8		["BRD-A33442372-001-02-8"]	56604881
136920237	BRD-6534		["BRD-6534", "BRD-K19876534-001-02-8", "BRD6534"]	54646516
136958201	BRD-K32644160-001-18-0		["BRD-K32644160-001-18-0"]	1090779
136958204	BRD-K21786986-001-07-7		["BRD-K21786986-001-07-7"]	800252
136958214	BRD-K65389993-001-07-8		["BRD-K65389993-001-07-8"]	1548076
137276090	BRD-K36452089-001-02-6		["BRD-K36452089-001-02-6"]	16043
137282725	BRD-K03756038-001-01-3		["BRD-K03756038-001-01-3"]	31098228
137282727	BRD-K30958453-001-01-8		["BRD-K30958453-001-01-8"]	57525036
137282744	BRD-K97695634-001-01-8		["BRD-K97695634-001-01-8"]	52587530
137282749	BRD-K05519962-001-01-3		["BRD-K05519962-001-01-3"]	28938024
137282753	BRD-K40011623-001-01-9		["BRD-K40011623-001-01-9"]	57525038
137282758	BRD-K53995654-001-07-6		["BRD-K53995654-001-07-6", "CID4443990", "ML366"]	4443990
143391880	BRD-K28800414-001-03-0		["BRD-K28800414-001-03-0"]	44494873
143391881	BRD-K02920722-001-09-0		["BRD-K02920722-001-09-0"]	44202487
143391882	BRD-K46532897-001-03-3		["BRD-K46532897-001-03-3"]	44495351
143391883	BRD-K24861700-001-03-9		["BRD-K24861700-001-03-9"]	44495386
143391884	BRD-K82837433-001-02-4		["BRD-K82837433-001-02-4"]	135455583
144187895	BRD-K50012739-001-01-5		["BRD-K50012739-001-01-5"]	60182493
144187994	BRD-K57701450-001-01-3		["BRD-K57701450-001-01-3"]	60182590
144187996	BRD-K34810022-001-01-9		["BRD-K34810022-001-01-9"]	60182592
144188025	BRD-K27096101-001-01-8		["BRD-K27096101-001-01-8"]	60182621
144188037	BRD-K38465286-001-01-9		["BRD-K38465286-001-01-9"]	60182633
144188060	BRD-K63662683-001-01-8		["BRD-K63662683-001-01-8"]	60182656
144188071	BRD-K99398689-001-01-1		["BRD-K99398689-001-01-1"]	60182667
144188086	BRD-K94719962-001-01-1		["BRD-K94719962-001-01-1"]	60182680
144188154	BRD-K31800869-001-01-9		["BRD-K31800869-001-01-9"]	60182741
144188207	BRD-K70923866-001-01-4		["BRD-K70923866-001-01-4"]	60182794
144188220	BRD-K02448874-001-01-5		["BRD-K02448874-001-01-5"]	60182807
144188245	BRD-K87011775-001-01-9		["BRD-K87011775-001-01-9"]	60182831
144188253	BRD-K43177857-001-01-2		["BRD-K43177857-001-01-2"]	60182837
144188268	BRD-K78235165-001-01-3		["BRD-K78235165-001-01-3"]	60182852
144188349	BRD-K51916742-001-01-1		["BRD-K51916742-001-01-1"]	60182932
144188377	BRD-K07276035-001-01-1		["BRD-K07276035-001-01-1"]	60182960
144188379	BRD-K07508147-001-01-2		["BRD-K07508147-001-01-2"]	60182962
144188380	BRD-K82750814-001-01-0		["BRD-K82750814-001-01-0"]	60182963
144188410	BRD-K73224765-001-01-6		["BRD-K73224765-001-01-6"]	60182993
144188594	BRD-K31931684-001-01-5		["BRD-K31931684-001-01-5"]	60183177
144188770	BRD-K76528265-001-01-2		["BRD-K76528265-001-01-2"]	60183353
144188825	BRD-K48105325-001-01-2		["BRD-K48105325-001-01-2"]	60183407
144188829	BRD-K75725875-001-01-7		["BRD-K75725875-001-01-7"]	60183411
144188836	BRD-K38632726-001-01-2		["BRD-K38632726-001-01-2"]	60183420
144188857	BRD-K14023656-001-01-6		["BRD-K14023656-001-01-6"]	60183443
144188904	BRD-K87268239-001-01-5		["BRD-K87268239-001-01-5"]	60183492
144189014	BRD-K37268490-001-01-0		["BRD-K37268490-001-01-0"]	60183604
144189027	BRD-K35988165-001-01-9		["BRD-K35988165-001-01-9"]	60183617
144189049	BRD-K52001172-001-01-0		["BRD-K52001172-001-01-0"]	60183639
144189419	BRD-K26119753-001-01-0		["BRD-K26119753-001-01-0"]	60184001
144189493	BRD-K52497027-001-01-7		["BRD-K52497027-001-01-7"]	60184075
144189515	BRD-K59196958-001-01-1		["BRD-K59196958-001-01-1"]	60184097
144189534	BRD-K92302554-001-01-2		["BRD-K92302554-001-01-2"]	60184116
144189564	BRD-K37185609-001-01-4		["BRD-K37185609-001-01-4"]	60184146
144189565	BRD-K13175698-001-01-5		["BRD-K13175698-001-01-5"]	60184147
144189568	BRD-K41342615-001-01-7		["BRD-K41342615-001-01-7"]	60184150
144189610	BRD-K70880645-001-01-4		["BRD-K70880645-001-01-4"]	60184192
144189611	BRD-K64551861-001-01-6		["BRD-K64551861-001-01-6"]	60184193
144189649	BRD-K41908462-001-01-9		["BRD-K41908462-001-01-9"]	60184231
144189718	BRD-K51237366-001-01-7		["BRD-K51237366-001-01-7"]	60184300
144189790	BRD-K29309835-001-01-6		["BRD-K29309835-001-01-6"]	60184372
144189989	BRD-K94322521-001-02-6		["BRD-K94322521-001-02-6"]	60184546
144190024	BRD-K46674611-001-01-2		["BRD-K46674611-001-01-2"]	60184577
144190327	BRD-K10294499-001-01-8		["BRD-K10294499-001-01-8"]	60184800
144190341	BRD-K71838325-001-01-8		["BRD-K71838325-001-01-8"]	60184814
144190342	BRD-K17116894-001-01-7		["BRD-K17116894-001-01-7"]	60184815
144190343	BRD-K84678141-001-01-5		["BRD-K84678141-001-01-5"]	60184816
144190344	BRD-K64416059-001-01-4		["BRD-K64416059-001-01-4"]	60184817
144190345	BRD-K02098145-001-01-1		["BRD-K02098145-001-01-1"]	60184818
144190346	BRD-K51288770-001-01-0		["BRD-K51288770-001-01-0"]	60184819
144190347	BRD-K07291429-001-01-4		["BRD-K07291429-001-01-4"]	60184820
144190348	BRD-K21299908-001-01-9		["BRD-K21299908-001-01-9"]	60184821
144190349	BRD-K73722380-001-01-4		["BRD-K73722380-001-01-4"]	60184822
144190350	BRD-K74794453-001-01-4		["BRD-K74794453-001-01-4"]	60184823
144190351	BRD-K28121452-001-01-8		["BRD-K28121452-001-01-8"]	60184824
144190352	BRD-K11840410-001-01-3		["BRD-K11840410-001-01-3"]	60184825
144190353	BRD-K77537540-001-01-9		["BRD-K77537540-001-01-9"]	60184826
144190354	BRD-K69510236-019-01-7		["BRD-K69510236-019-01-7"]	60184827
144190355	BRD-K21501851-019-01-7		["BRD-K21501851-019-01-7"]	60184827
144190356	BRD-K75449859-019-01-6		["BRD-K75449859-019-01-6"]	60184828
144190357	BRD-K00036326-001-01-4		["BRD-K00036326-001-01-4"]	60184829
144190358	BRD-K51498721-001-01-5		["BRD-K51498721-001-01-5"]	60184829
144190359	BRD-K10749532-001-01-0		["BRD-K10749532-001-01-0"]	60184830
144190360	BRD-K72583129-019-01-9		["BRD-K72583129-019-01-9"]	60184831
144190361	BRD-K18433151-019-01-5		["BRD-K18433151-019-01-5"]	60184831
144190362	BRD-K25228014-001-01-5		["BRD-K25228014-001-01-5"]	60184832
144190363	BRD-K76612659-019-01-0		["BRD-K76612659-019-01-0"]	60184833
144190364	BRD-K46808525-019-01-3		["BRD-K46808525-019-01-3"]	60184833
144190365	BRD-K32853132-019-01-0		["BRD-K32853132-019-01-0"]	60184834
144190366	BRD-K08725381-019-01-8		["BRD-K08725381-019-01-8"]	60184834
144190367	BRD-K35410462-019-01-6		["BRD-K35410462-019-01-6"]	60184835
144190368	BRD-K93386351-001-01-9		["BRD-K93386351-001-01-9"]	60184836
144190369	BRD-K92902323-001-01-9		["BRD-K92902323-001-01-9"]	60184837
144190370	BRD-K30415102-001-01-4		["BRD-K30415102-001-01-4"]	60184838
144190371	BRD-K81146569-001-01-9		["BRD-K81146569-001-01-9"]	60184839
144190372	BRD-K82670191-001-01-3		["BRD-K82670191-001-01-3"]	60184840
144190373	BRD-K59899596-019-01-0		["BRD-K59899596-019-01-0"]	60184841
144190374	BRD-K60850838-001-01-6		["BRD-K60850838-001-01-6"]	60184842
144190375	BRD-K20601561-001-01-5		["BRD-K20601561-001-01-5"]	60184843
144190376	BRD-K87733826-001-01-7		["BRD-K87733826-001-01-7"]	60184844
144190377	BRD-K16126971-001-01-3		["BRD-K16126971-001-01-3"]	60184845
144190378	BRD-K70416046-001-01-2		["BRD-K70416046-001-01-2"]	60184846
144190379	BRD-K86297549-001-01-0		["BRD-K86297549-001-01-0"]	60184847
144190380	BRD-K62058497-001-01-6		["BRD-K62058497-001-01-6"]	60184848
144190381	BRD-K32053286-001-01-9		["BRD-K32053286-001-01-9"]	60184849
