collection_id_namespace	collection_local_id	taxon
https://www.lincsproject.org/	LDG-1213	NCBI:txid9606
https://www.lincsproject.org/	LDG-1009	NCBI:txid9606
https://www.lincsproject.org/	LDG-1132	NCBI:txid9606
https://www.lincsproject.org/	LDG-1073	NCBI:txid9606
https://www.lincsproject.org/	LDG-1011	NCBI:txid9606
https://www.lincsproject.org/	LDG-1075	NCBI:txid9606
https://www.lincsproject.org/	LDG-1396	NCBI:txid9606
https://www.lincsproject.org/	LDG-1141	NCBI:txid9606
https://www.lincsproject.org/	LDG-1308	NCBI:txid9606
https://www.lincsproject.org/	LDG-1309	NCBI:txid9606
https://www.lincsproject.org/	LDG-1311	NCBI:txid9606
https://www.lincsproject.org/	LDG-1203	NCBI:txid9606
https://www.lincsproject.org/	LDG-1204	NCBI:txid9606
https://www.lincsproject.org/	LDG-1310	NCBI:txid9606
https://www.lincsproject.org/	LDG-1444	NCBI:txid9606
https://www.lincsproject.org/	LDG-1045	NCBI:txid9606
https://www.lincsproject.org/	LDG-1182	NCBI:txid9606
https://www.lincsproject.org/	LDG-1046	NCBI:txid9606
https://www.lincsproject.org/	LDG-1292	NCBI:txid9606
https://www.lincsproject.org/	LDG-1093	NCBI:txid9606
https://www.lincsproject.org/	LDG-1126	NCBI:txid9606
https://www.lincsproject.org/	LDG-1179	NCBI:txid9606
https://www.lincsproject.org/	LDG-1180	NCBI:txid9606
https://www.lincsproject.org/	LDG-1411	NCBI:txid9606
https://www.lincsproject.org/	LDG-1410	NCBI:txid9606
https://www.lincsproject.org/	LDG-1412	NCBI:txid9606
https://www.lincsproject.org/	LDG-1383	NCBI:txid9606
https://www.lincsproject.org/	LDG-1155	NCBI:txid9606
https://www.lincsproject.org/	LDG-1008	NCBI:txid9606
https://www.lincsproject.org/	LDG-1072	NCBI:txid9606
https://www.lincsproject.org/	LDG-1386	NCBI:txid9606
https://www.lincsproject.org/	LDG-1143	NCBI:txid9606
https://www.lincsproject.org/	LDG-1162	NCBI:txid9606
https://www.lincsproject.org/	LDG-1094	NCBI:txid9606
https://www.lincsproject.org/	LDG-1200	NCBI:txid9606
https://www.lincsproject.org/	LDG-1066	NCBI:txid9606
https://www.lincsproject.org/	LDG-1005	NCBI:txid9606
https://www.lincsproject.org/	LDG-1170	NCBI:txid9606
https://www.lincsproject.org/	LDG-1070	NCBI:txid9606
https://www.lincsproject.org/	LDG-1157	NCBI:txid9606
https://www.lincsproject.org/	LDG-1217	NCBI:txid9606
https://www.lincsproject.org/	LDG-1218	NCBI:txid9606
https://www.lincsproject.org/	LDG-1219	NCBI:txid9606
https://www.lincsproject.org/	LDG-1177	NCBI:txid9606
https://www.lincsproject.org/	LDG-1023	NCBI:txid9606
https://www.lincsproject.org/	LDG-1152	NCBI:txid9606
https://www.lincsproject.org/	LDG-1208	NCBI:txid9606
https://www.lincsproject.org/	LDG-1387	NCBI:txid9606
https://www.lincsproject.org/	LDG-1146	NCBI:txid9606
https://www.lincsproject.org/	LDG-1003	NCBI:txid9606
https://www.lincsproject.org/	LDG-1004	NCBI:txid9606
https://www.lincsproject.org/	LDG-1442	NCBI:txid9606
https://www.lincsproject.org/	LDG-1291	NCBI:txid9606
https://www.lincsproject.org/	LDG-1047	NCBI:txid9606
https://www.lincsproject.org/	LDG-1077	NCBI:txid9606
https://www.lincsproject.org/	LDG-1048	NCBI:txid9606
https://www.lincsproject.org/	LDG-1078	NCBI:txid9606
https://www.lincsproject.org/	LDG-1381	NCBI:txid9606
https://www.lincsproject.org/	LDG-1414	NCBI:txid9606
https://www.lincsproject.org/	LDG-1402	NCBI:txid9606
https://www.lincsproject.org/	LDG-1403	NCBI:txid9606
https://www.lincsproject.org/	LDG-1105	NCBI:txid9606
https://www.lincsproject.org/	LDG-1106	NCBI:txid9606
https://www.lincsproject.org/	LDG-1175	NCBI:txid9606
https://www.lincsproject.org/	LDG-1156	NCBI:txid9606
https://www.lincsproject.org/	LDG-1164	NCBI:txid9606
https://www.lincsproject.org/	LDG-1202	NCBI:txid9606
https://www.lincsproject.org/	LDG-1307	NCBI:txid9606
https://www.lincsproject.org/	LDG-1306	NCBI:txid9606
https://www.lincsproject.org/	LDG-1020	NCBI:txid9606
https://www.lincsproject.org/	LDG-1039	NCBI:txid9606
https://www.lincsproject.org/	LDG-1062	NCBI:txid9606
https://www.lincsproject.org/	LDG-1102	NCBI:txid9606
https://www.lincsproject.org/	LDG-1049	NCBI:txid9606
https://www.lincsproject.org/	LDG-1050	NCBI:txid9606
https://www.lincsproject.org/	LDG-1051	NCBI:txid9606
https://www.lincsproject.org/	LDG-1249	NCBI:txid9606
https://www.lincsproject.org/	LDG-1052	NCBI:txid9606
https://www.lincsproject.org/	LDG-1389	NCBI:txid9606
https://www.lincsproject.org/	LDG-1098	NCBI:txid9606
https://www.lincsproject.org/	LDG-1086	NCBI:txid9606
https://www.lincsproject.org/	LDG-1053	NCBI:txid9606
https://www.lincsproject.org/	LDG-1080	NCBI:txid9606
https://www.lincsproject.org/	LDG-1054	NCBI:txid9606
https://www.lincsproject.org/	LDG-1081	NCBI:txid9606
https://www.lincsproject.org/	LDG-1055	NCBI:txid9606
https://www.lincsproject.org/	LDG-1056	NCBI:txid9606
https://www.lincsproject.org/	LDG-1057	NCBI:txid9606
https://www.lincsproject.org/	LDG-1058	NCBI:txid9606
https://www.lincsproject.org/	LDG-1082	NCBI:txid9606
https://www.lincsproject.org/	LDG-1059	NCBI:txid9606
https://www.lincsproject.org/	LDG-1084	NCBI:txid9606
https://www.lincsproject.org/	LDG-1060	NCBI:txid9606
https://www.lincsproject.org/	LDG-1085	NCBI:txid9606
https://www.lincsproject.org/	LDG-1061	NCBI:txid9606
https://www.lincsproject.org/	LDG-1030	NCBI:txid9606
https://www.lincsproject.org/	LDG-1205	NCBI:txid9606
https://www.lincsproject.org/	LDG-1401	NCBI:txid9606
https://www.lincsproject.org/	LDG-1394	NCBI:txid9606
https://www.lincsproject.org/	LDG-1393	NCBI:txid9606
https://www.lincsproject.org/	LDG-1339	NCBI:txid9606
https://www.lincsproject.org/	LDG-1362	NCBI:txid9606
https://www.lincsproject.org/	LDG-1338	NCBI:txid9606
https://www.lincsproject.org/	LDG-1363	NCBI:txid9606
https://www.lincsproject.org/	LDG-1297	NCBI:txid9606
https://www.lincsproject.org/	LDG-1298	NCBI:txid9606
https://www.lincsproject.org/	LDG-1296	NCBI:txid9606
