subject_id_namespace	subject_local_id	role_id	taxonomy_id
http://www.lincsproject.org/	GTEX-QV31	cfde_subject_role:0	NCBI:txid9606
http://www.lincsproject.org/	GTEX-ZV68	cfde_subject_role:0	NCBI:txid9606
http://www.lincsproject.org/	GTEX-O5YT	cfde_subject_role:0	NCBI:txid9606
http://www.lincsproject.org/	GTEX-S4UY	cfde_subject_role:0	NCBI:txid9606
http://www.lincsproject.org/	GTEX-O5YU	cfde_subject_role:0	NCBI:txid9606
http://www.lincsproject.org/	GTEX-ZVE2	cfde_subject_role:0	NCBI:txid9606
http://www.lincsproject.org/	GTEX-YB5K	cfde_subject_role:0	NCBI:txid9606
http://www.lincsproject.org/	GTEX-ZVT2	cfde_subject_role:0	NCBI:txid9606
http://www.lincsproject.org/	GTEX-X8HC	cfde_subject_role:0	NCBI:txid9606
http://www.lincsproject.org/	GTEX-WWTW	cfde_subject_role:0	NCBI:txid9606
http://www.lincsproject.org/	GTEX-WVLH	cfde_subject_role:0	NCBI:txid9606
http://www.lincsproject.org/	GTEX-OXRP	cfde_subject_role:0	NCBI:txid9606
http://www.lincsproject.org/	GTEX-WXYG	cfde_subject_role:0	NCBI:txid9606
http://www.lincsproject.org/	GTEX-WYBS	cfde_subject_role:0	NCBI:txid9606
http://www.lincsproject.org/	GTEX-P4PP	cfde_subject_role:0	NCBI:txid9606
http://www.lincsproject.org/	GTEX-R55F	cfde_subject_role:0	NCBI:txid9606
http://www.lincsproject.org/	GTEX-R45C	cfde_subject_role:0	NCBI:txid9606
http://www.lincsproject.org/	GTEX-S95S	cfde_subject_role:0	NCBI:txid9606
http://www.lincsproject.org/	GTEX-Y8LW	cfde_subject_role:0	NCBI:txid9606
http://www.lincsproject.org/	GTEX-ZV6S	cfde_subject_role:0	NCBI:txid9606
http://www.lincsproject.org/	GTEX-NL3H	cfde_subject_role:0	NCBI:txid9606
http://www.lincsproject.org/	GTEX-ZVZP	cfde_subject_role:0	NCBI:txid9606
http://www.lincsproject.org/	GTEX-ZDXO	cfde_subject_role:0	NCBI:txid9606
http://www.lincsproject.org/	GTEX-YF7O	cfde_subject_role:0	NCBI:txid9606
http://www.lincsproject.org/	GTEX-UPJH	cfde_subject_role:0	NCBI:txid9606
http://www.lincsproject.org/	GTEX-RN64	cfde_subject_role:0	NCBI:txid9606
http://www.lincsproject.org/	GTEX-PWCY	cfde_subject_role:0	NCBI:txid9606
http://www.lincsproject.org/	GTEX-QVUS	cfde_subject_role:0	NCBI:txid9606
http://www.lincsproject.org/	GTEX-RVPU	cfde_subject_role:0	NCBI:txid9606
http://www.lincsproject.org/	GTEX-QVJO	cfde_subject_role:0	NCBI:txid9606
http://www.lincsproject.org/	GTEX-ZVZQ	cfde_subject_role:0	NCBI:txid9606
http://www.lincsproject.org/	GTEX-Y8E5	cfde_subject_role:0	NCBI:txid9606
http://www.lincsproject.org/	GTEX-Z93S	cfde_subject_role:0	NCBI:txid9606
http://www.lincsproject.org/	GTEX-ZEX8	cfde_subject_role:0	NCBI:txid9606
http://www.lincsproject.org/	GTEX-WI4N	cfde_subject_role:0	NCBI:txid9606
http://www.lincsproject.org/	GTEX-WCDI	cfde_subject_role:0	NCBI:txid9606
http://www.lincsproject.org/	GTEX-ZVTK	cfde_subject_role:0	NCBI:txid9606
http://www.lincsproject.org/	GTEX-VUSH	cfde_subject_role:0	NCBI:txid9606
http://www.lincsproject.org/	GTEX-R3RS	cfde_subject_role:0	NCBI:txid9606
http://www.lincsproject.org/	GTEX-ZE9C	cfde_subject_role:0	NCBI:txid9606
http://www.lincsproject.org/	GTEX-YFC4	cfde_subject_role:0	NCBI:txid9606
http://www.lincsproject.org/	GTEX-ZDYS	cfde_subject_role:0	NCBI:txid9606
http://www.lincsproject.org/	GTEX-ZF29	cfde_subject_role:0	NCBI:txid9606
http://www.lincsproject.org/	GTEX-ZF28	cfde_subject_role:0	NCBI:txid9606
http://www.lincsproject.org/	GTEX-T2YK	cfde_subject_role:0	NCBI:txid9606
http://www.lincsproject.org/	GTEX-XMD1	cfde_subject_role:0	NCBI:txid9606
http://www.lincsproject.org/	GTEX-U412	cfde_subject_role:0	NCBI:txid9606
http://www.lincsproject.org/	GTEX-ZVE1	cfde_subject_role:0	NCBI:txid9606
http://www.lincsproject.org/	GTEX-ZVT4	cfde_subject_role:0	NCBI:txid9606
