file_id_namespace	file_local_id	subject_id_namespace	subject_local_id
https://www.lincsproject.org/	MDD_GCP_Level3	https://www.lincsproject.org/	MCF10A
https://www.lincsproject.org/	MDD_RNAseq_Level3	https://www.lincsproject.org/	MCF10A
https://www.lincsproject.org/	MDD_ATACseq_Level3	https://www.lincsproject.org/	MCF10A
https://www.lincsproject.org/	MDD_IF_Level3	https://www.lincsproject.org/	MCF10A
https://www.lincsproject.org/	MDD_RPPA_Level3	https://www.lincsproject.org/	MCF10A
https://www.lincsproject.org/	MDD_cycIF_Level3	https://www.lincsproject.org/	MCF10A
https://www.lincsproject.org/	MDD_L1000_Level3	https://www.lincsproject.org/	MCF10A
