id_namespace	local_id	persistent_id	creation_time	abbreviation	name	description
https://www.lincsproject.org/	MCF10A-MDD	https://www.synapse.org/#!Synapse:syn21577710/wiki/601042	2020-02-06	LINCS MCF10A MDD	LINCS MCF10A Molecular Deep Dive (MDD)	A comprehensive resource dataset that catalogs the transcriptional, proteomic, epigenomic and phenotypic changes experienced by MCF10A mammary epithelial cells as they respond to the ligands EGF, HGF, OSM, IFNG, TGFB and BMP2.
